tsavas@media.mit.edu~Exp7-Treat8~2016-01-01T00:00:00Z,,,manual,,28,16,24,23.9,,60,320,0,5.5,2.5,
tsavas@media.mit.edu~Exp7-Treat9~2016-01-01T00:00:00Z,,,manual,,28,16,24,23.9,,60,320,0,5.5,2.5,
tsavas@media.mit.edu~Exp9-Treat1~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat2~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat3~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat4~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat5~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat6~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat7~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
tsavas@media.mit.edu~Exp9-Treat8~2016-01-01T00:00:00Z,,,manual,,,16,24,23.9,,60,500,0,5.5,2,
